asn=0    	id=-1  	Main	copying configuration file /home/lkw/tsch-sim-history/tsch-sim/examples/mesh/config-mobility.json to output directory /home/lkw/tsch-sim-history/tsch-sim/examples/mesh/results/link_quality_with_distance/3600s-29380/config-mobility.json
asn=56357	id=2   	App	rx app packet seqnum=78 from=1
asn=56357	id=-1  	link_model	path_loss_dbm = 90.13027350281934, current bitrate = 50, current distance is 183.98880200222266
asn=56357	id=1   	Node	tx done to=2 numtx=1 acked=true, remove packet
asn=56502	id=-1  	Mobility	update positions
asn=56502	id=2   	Mobility	at 1660.029 pos is 172.968
asn=56549	id=1   	RPL	DIO output to -1
asn=56575	id=-1  	link_model	path_loss_dbm = 89.4864803693551, current bitrate = 50, current distance is 172.96836400224265
asn=56575	id=2   	RPL	DIO input from 1
asn=56575	id=2   	RPL	warning: no acceptable parent
asn=56764	id=2   	RPL	DIS output to -1
asn=56764	id=2   	RPL	warning: no acceptable parent
asn=56792	id=-1  	link_model	path_loss_dbm = 89.4864803693551, current bitrate = 50, current distance is 172.96836400224265
asn=56792	id=1   	RPL	received a DIS from 2
asn=56792	id=2   	RPL	warning: no acceptable parent
asn=56842	id=-1  	Mobility	update positions
asn=56842	id=2   	Mobility	at 1670.018 pos is 161.980
asn=56908	id=1   	RPL	DIO output to -1
asn=56916	id=-1  	link_model	path_loss_dbm = 88.80236927619758, current bitrate = 50, current distance is 161.98024400226268
asn=56916	id=2   	RPL	DIO input from 1
asn=56916	id=2   	RPL	warning: no acceptable parent
asn=56988	id=1   	App	generate a packet, seqnum=79 for=2
asn=57003	id=-1  	link_model	path_loss_dbm = 88.80236927619758, current bitrate = 50, current distance is 161.98024400226268
asn=57003	id=2   	App	rx app packet seqnum=79 from=1
asn=57003	id=-1  	link_model	path_loss_dbm = 88.80236927619758, current bitrate = 50, current distance is 161.98024400226268
asn=57003	id=1   	Node	tx done to=2 numtx=1 acked=true, remove packet
asn=57043	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=57170	id=1   	RPL	DIO output to -1
asn=57182	id=-1  	Main	1680 seconds, progress 46.67%
asn=57182	id=-1  	Main	periodic route processing for all nodes
asn=57182	id=1   	TSCH	stats: {"idle_listen":5028,"channel_scan":0,"rx_data":6,"rx_data_tx_ack":27,"tx_data":143,"tx_data_rx_ack":241}
asn=57182	id=2   	RPL	warning: no acceptable parent
asn=57182	id=2   	TSCH	stats: {"idle_listen":5018,"channel_scan":0,"rx_data":18,"rx_data_tx_ack":40,"tx_data":53,"tx_data_rx_ack":51}
asn=57182	id=-1  	Mobility	update positions
asn=57182	id=2   	Mobility	at 1680.007 pos is 150.992
asn=57195	id=-1  	link_model	path_loss_dbm = 88.07018316891941, current bitrate = 50, current distance is 150.9921240022827
asn=57195	id=2   	RPL	DIO input from 1
asn=57195	id=2   	RPL	warning: no acceptable parent
asn=57523	id=-1  	Mobility	update positions
asn=57523	id=2   	Mobility	at 1690.026 pos is 139.972
asn=57588	id=2   	RPL	DIS output to -1
asn=57588	id=2   	RPL	warning: no acceptable parent
asn=57598	id=-1  	link_model	path_loss_dbm = 87.28024475635718, current bitrate = 50, current distance is 139.97168600230293
asn=57598	id=1   	RPL	received a DIS from 2
asn=57598	id=2   	RPL	warning: no acceptable parent
asn=57682	id=1   	RPL	DIO output to -1
asn=57691	id=-1  	link_model	path_loss_dbm = 87.28024475635718, current bitrate = 50, current distance is 139.97168600230293
asn=57691	id=2   	RPL	DIO input from 1
asn=57691	id=2   	RPL	warning: no acceptable parent
asn=57751	id=1   	App	generate a packet, seqnum=80 for=2
asn=57751	id=-1  	link_model	path_loss_dbm = 87.28024475635718, current bitrate = 50, current distance is 139.97168600230293
asn=57751	id=2   	App	rx app packet seqnum=80 from=1
asn=57751	id=-1  	link_model	path_loss_dbm = 87.28024475635718, current bitrate = 50, current distance is 139.97168600230293
asn=57751	id=1   	Node	tx done to=2 numtx=1 acked=true, remove packet
asn=57810	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=57863	id=-1  	Mobility	update positions
asn=57863	id=2   	Mobility	at 1700.015 pos is 128.984
asn=57947	id=1   	RPL	DIO output to -1
asn=57970	id=-1  	link_model	path_loss_dbm = 86.4281052165175, current bitrate = 50, current distance is 128.98356600232296
asn=57970	id=2   	RPL	DIO input from 1
asn=57970	id=2   	RPL	warning: no acceptable parent
asn=58111	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=58203	id=-1  	Mobility	update positions
asn=58203	id=2   	Mobility	at 1710.004 pos is 117.995
asn=58264	id=1   	App	generate a packet, seqnum=81 for=2
asn=58278	id=-1  	link_model	path_loss_dbm = 85.5000460121128, current bitrate = 50, current distance is 117.99544600234299
asn=58278	id=2   	App	rx app packet seqnum=81 from=1
asn=58278	id=-1  	link_model	path_loss_dbm = 85.5000460121128, current bitrate = 50, current distance is 117.99544600234299
asn=58278	id=1   	Node	tx done to=2 numtx=1 acked=true, remove packet
asn=58332	id=2   	RPL	DIS output to -1
asn=58332	id=2   	RPL	warning: no acceptable parent
asn=58342	id=-1  	link_model	path_loss_dbm = 85.5000460121128, current bitrate = 50, current distance is 117.99544600234299
asn=58342	id=1   	RPL	received a DIS from 2
asn=58342	id=2   	RPL	warning: no acceptable parent
asn=58478	id=1   	RPL	DIO output to -1
asn=58497	id=-1  	link_model	path_loss_dbm = 85.5000460121128, current bitrate = 50, current distance is 117.99544600234299
asn=58497	id=2   	RPL	DIO input from 1
asn=58497	id=2   	RPL	warning: no acceptable parent
asn=58544	id=-1  	Mobility	update positions
asn=58544	id=2   	Mobility	at 1720.023 pos is 106.975
asn=58791	id=1   	RPL	DIO output to -1
asn=58807	id=-1  	link_model	path_loss_dbm = 84.47805596751483, current bitrate = 50, current distance is 106.97500800236298
asn=58807	id=2   	RPL	DIO input from 1
asn=58807	id=2   	RPL	warning: no acceptable parent
asn=58884	id=-1  	Mobility	update positions
asn=58884	id=2   	Mobility	at 1730.012 pos is 95.987
asn=58975	id=2   	App	skipping generation of a packet, for=1,do_generate = false
asn=59136	id=2   	RPL	DIS output to -1
asn=59136	id=2   	RPL	warning: no acceptable parent
asn=59148	id=-1  	link_model	path_loss_dbm = 83.34836598273112, current bitrate = 50, current distance is 95.98688800238301
asn=59148	id=1   	RPL	received a DIS from 2
asn=59148	id=2   	RPL	warning: no acceptable parent
asn=59224	id=-1  	Main	1740 seconds, progress 48.33%
asn=59224	id=-1  	Main	periodic route processing for all nodes
asn=59224	id=1   	TSCH	stats: {"idle_listen":5202,"channel_scan":0,"rx_data":9,"rx_data_tx_ack":27,"tx_data":153,"tx_data_rx_ack":243}
asn=59224	id=2   	RPL	warning: no acceptable parent
asn=59224	id=2   	TSCH	stats: {"idle_listen":5190,"channel_scan":0,"rx_data":23,"rx_data_tx_ack":42,"tx_data":56,"tx_data_rx_ack":51}
asn=59224	id=-1  	Mobility	update positions
asn=59224	id=2   	Mobility	at 1740.001 pos is 84.999
asn=59267	id=1   	RPL	DIO output to -1
asn=59272	id=-1  	link_model	path_loss_dbm = 82.08118324723976, current bitrate = 50, current distance is 84.99876800240304
asn=59272	id=2   	RPL	DIO input from 1
asn=59272	id=2   	RPL	warning: no acceptable parent
asn=59295	id=1   	App	generate a packet, seqnum=82 for=2
asn=59298	id=-1  	link_model	path_loss_dbm = 82.08118324723976, current bitrate = 50, current distance is 84.99876800240304
asn=59298	id=2   	App	rx app packet seqnum=82 from=1
asn=59298	id=-1  	link_model	path_loss_dbm = 82.08118324723976, current bitrate = 50, current distance is 84.99876800240304
asn=59298	id=1   	Node	tx done to=2 numtx=1 acked=true, remove packet
asn=59360	id=2   	RPL	warning: leaving DAG
asn=59360	id=2   	RPL	DAO output
asn=59360	id=2   	RPL	warning: no acceptable parent
asn=59360	id=2   	RPL	warning: dao_output: no target, skip sending DAO
asn=59360	id=2   	RPL	warning: no acceptable parent
asn=59551	id=-1  	link_model	path_loss_dbm = 82.08118324723976, current bitrate = 50, current distance is 84.99876800240304
asn=59565	id=-1  	Mobility	update positions
asn=59565	id=2   	Mobility	at 1750.020 pos is 73.978
asn=59653	id=1   	RPL	DIO output to -1
asn=59675	id=-1  	link_model	path_loss_dbm = 80.63378866238257, current bitrate = 50, current distance is 73.97833000242304
asn=59675	id=2   	RPL	DIO input from 1
asn=59675	id=2   	RPL	parent switch: null -> 1
asn=59675	id=2   	Node	add the default route via 1
asn=59675	id=2   	TSCH	Orchestra: new time source 1
asn=59675	id=2   	TSCH	Orchestra: storing mode: add uc cell to 1, timeslot=1
asn=59688	id=-1  	link_model	path_loss_dbm = 80.63378866238257, current bitrate = 50, current distance is 73.97833000242304
asn=59688	id=1   	App	rx app packet seqnum=15 from=2
asn=59688	id=-1  	link_model	path_loss_dbm = 80.63378866238257, current bitrate = 50, current distance is 73.97833000242304
asn=59688	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet
asn=59705	id=-1  	link_model	path_loss_dbm = 80.63378866238257, current bitrate = 50, current distance is 73.97833000242304
asn=59705	id=1   	App	rx app packet seqnum=16 from=2
asn=59705	id=-1  	link_model	path_loss_dbm = 80.63378866238257, current bitrate = 50, current distance is 73.97833000242304
asn=59705	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet
asn=59722	id=-1  	link_model	path_loss_dbm = 80.63378866238257, current bitrate = 50, current distance is 73.97833000242304
asn=59722	id=1   	App	rx app packet seqnum=17 from=2
asn=59722	id=-1  	link_model	path_loss_dbm = 80.63378866238257, current bitrate = 50, current distance is 73.97833000242304
asn=59722	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet
asn=59739	id=-1  	link_model	path_loss_dbm = 80.63378866238257, current bitrate = 50, current distance is 73.97833000242304
asn=59739	id=1   	App	rx app packet seqnum=18 from=2
asn=59739	id=-1  	link_model	path_loss_dbm = 80.63378866238257, current bitrate = 50, current distance is 73.97833000242304
asn=59739	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet
asn=59779	id=2   	RPL	DAO output
asn=59790	id=-1  	link_model	path_loss_dbm = 80.63378866238257, current bitrate = 50, current distance is 73.97833000242304
asn=59790	id=1   	RPL	DAO input from 2
asn=59790	id=1   	RPL	DAO ACK output 241 0
asn=59790	id=-1  	link_model	path_loss_dbm = 80.63378866238257, current bitrate = 50, current distance is 73.97833000242304
asn=59790	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet
asn=59790	id=2   	TSCH	Orchestra: parent acked a DAO
asn=59791	id=-1  	link_model	path_loss_dbm = 80.63378866238257, current bitrate = 50, current distance is 73.97833000242304
asn=59791	id=2   	RPL	got DAO ACK seqno 241 (our 241), status 0
asn=59791	id=-1  	link_model	path_loss_dbm = 80.63378866238257, current bitrate = 50, current distance is 73.97833000242304
asn=59791	id=1   	Node	tx done to=2 numtx=1 acked=true, remove packet
asn=59799	id=2   	App	generate a packet, seqnum=20 for=1
asn=59807	id=-1  	link_model	path_loss_dbm = 80.63378866238257, current bitrate = 50, current distance is 73.97833000242304
asn=59807	id=1   	App	rx app packet seqnum=20 from=2
asn=59807	id=-1  	link_model	path_loss_dbm = 80.63378866238257, current bitrate = 50, current distance is 73.97833000242304
asn=59807	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet
asn=59862	id=1   	App	generate a packet, seqnum=83 for=2
asn=59876	id=-1  	link_model	path_loss_dbm = 80.63378866238257, current bitrate = 50, current distance is 73.97833000242304
asn=59876	id=2   	App	rx app packet seqnum=83 from=1
asn=59876	id=-1  	link_model	path_loss_dbm = 80.63378866238257, current bitrate = 50, current distance is 73.97833000242304
asn=59876	id=1   	Node	tx done to=2 numtx=1 acked=true, remove packet
asn=59905	id=-1  	Mobility	update positions
asn=59905	id=2   	Mobility	at 1760.009 pos is 62.990
asn=59948	id=-1  	link_model	path_loss_dbm = 78.957833453882, current bitrate = 50, current distance is 62.990210002443064
asn=60208	id=1   	RPL	DIO output to -1
asn=60233	id=-1  	link_model	path_loss_dbm = 78.957833453882, current bitrate = 50, current distance is 62.990210002443064
asn=60233	id=2   	RPL	DIO input from 1
asn=60242	id=2   	App	generate a packet, seqnum=21 for=1
asn=60246	id=-1  	Mobility	update positions
asn=60246	id=2   	Mobility	at 1770.027 pos is 51.970
asn=60249	id=-1  	link_model	path_loss_dbm = 76.95329958068314, current bitrate = 50, current distance is 51.96977200246329
asn=60249	id=1   	App	rx app packet seqnum=21 from=2
asn=60249	id=-1  	link_model	path_loss_dbm = 76.95329958068314, current bitrate = 50, current distance is 51.96977200246329
asn=60249	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet
asn=60345	id=-1  	link_model	path_loss_dbm = 76.95329958068314, current bitrate = 50, current distance is 51.96977200246329
asn=60390	id=1   	App	generate a packet, seqnum=84 for=2
asn=60403	id=-1  	link_model	path_loss_dbm = 76.95329958068314, current bitrate = 50, current distance is 51.96977200246329
asn=60403	id=2   	App	rx app packet seqnum=84 from=1
asn=60403	id=-1  	link_model	path_loss_dbm = 76.95329958068314, current bitrate = 50, current distance is 51.96977200246329
asn=60403	id=1   	Node	tx done to=2 numtx=1 acked=true, remove packet
asn=60586	id=-1  	Mobility	update positions
asn=60586	id=2   	Mobility	at 1780.017 pos is 40.982
asn=60742	id=-1  	link_model	path_loss_dbm = 74.4774271721129, current bitrate = 50, current distance is 40.981652002483315
asn=60781	id=1   	App	generate a packet, seqnum=85 for=2
asn=60794	id=-1  	link_model	path_loss_dbm = 74.4774271721129, current bitrate = 50, current distance is 40.981652002483315
asn=60794	id=2   	App	rx app packet seqnum=85 from=1
asn=60794	id=-1  	link_model	path_loss_dbm = 74.4774271721129, current bitrate = 50, current distance is 40.981652002483315
asn=60794	id=1   	Node	tx done to=2 numtx=1 acked=true, remove packet
asn=60926	id=-1  	Mobility	update positions
asn=60926	id=2   	Mobility	at 1790.006 pos is 29.994
asn=61139	id=-1  	link_model	path_loss_dbm = 71.2239427625547, current bitrate = 50, current distance is 29.993532002503343
asn=61186	id=2   	App	generate a packet, seqnum=22 for=1
asn=61201	id=-1  	link_model	path_loss_dbm = 71.2239427625547, current bitrate = 50, current distance is 29.993532002503343
asn=61201	id=1   	App	rx app packet seqnum=22 from=2
asn=61201	id=-1  	link_model	path_loss_dbm = 71.2239427625547, current bitrate = 50, current distance is 29.993532002503343
asn=61201	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet
asn=61267	id=-1  	Main	1800 seconds, progress 50.00%
asn=61267	id=-1  	Main	periodic route processing for all nodes
asn=61267	id=-1  	Main	periodic neighbor processing for all nodes
asn=61267	id=1   	TSCH	stats: {"idle_listen":5371,"channel_scan":0,"rx_data":9,"rx_data_tx_ack":35,"tx_data":161,"tx_data_rx_ack":248}
asn=61267	id=2   	TSCH	stats: {"idle_listen":5369,"channel_scan":0,"rx_data":26,"rx_data_tx_ack":47,"tx_data":56,"tx_data_rx_ack":59}
asn=61267	id=-1  	Mobility	update positions
asn=61267	id=2   	Mobility	at 1800.024 pos is 18.973
asn=61347	id=1   	RPL	DIO output to -1
asn=61349	id=-1  	link_model	path_loss_dbm = 66.4505959066329, current bitrate = 50, current distance is 18.97309400252334
asn=61349	id=2   	RPL	DIO input from 1
asn=61536	id=-1  	link_model	path_loss_dbm = 66.4505959066329, current bitrate = 50, current distance is 18.97309400252334
asn=61607	id=-1  	Mobility	update positions
asn=61607	id=2   	Mobility	at 1810.014 pos is 7.985
asn=61629	id=2   	App	generate a packet, seqnum=23 for=1
asn=61643	id=-1  	link_model	path_loss_dbm = 57.429844260112716, current bitrate = 50, current distance is 7.9849740025433675
asn=61643	id=1   	App	rx app packet seqnum=23 from=2
asn=61643	id=-1  	link_model	path_loss_dbm = 57.429844260112716, current bitrate = 50, current distance is 7.9849740025433675
asn=61643	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet
asn=61884	id=1   	App	generate a packet, seqnum=86 for=2
asn=61899	id=-1  	link_model	path_loss_dbm = 57.429844260112716, current bitrate = 50, current distance is 7.9849740025433675
asn=61899	id=2   	App	rx app packet seqnum=86 from=1
asn=61899	id=-1  	link_model	path_loss_dbm = 57.429844260112716, current bitrate = 50, current distance is 7.9849740025433675
asn=61899	id=1   	Node	tx done to=2 numtx=1 acked=true, remove packet
asn=61947	id=-1  	Mobility	update positions
asn=61947	id=2   	Mobility	at 1820.003 pos is 3.003
asn=62288	id=-1  	Mobility	update positions
asn=62288	id=2   	Mobility	at 1830.021 pos is 14.024
asn=62330	id=-1  	link_model	path_loss_dbm = 63.299896587638244, current bitrate = 50, current distance is 14.023583997416608
asn=62628	id=-1  	Mobility	update positions
asn=62628	id=2   	Mobility	at 1840.011 pos is 25.012
asn=62647	id=2   	App	generate a packet, seqnum=24 for=1
asn=62663	id=-1  	link_model	path_loss_dbm = 69.33071883254476, current bitrate = 50, current distance is 25.01170399739658
asn=62663	id=1   	App	rx app packet seqnum=24 from=2
asn=62663	id=-1  	link_model	path_loss_dbm = 69.33071883254476, current bitrate = 50, current distance is 25.01170399739658
asn=62663	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet
asn=62693	id=1   	App	generate a packet, seqnum=87 for=2
asn=62698	id=-1  	link_model	path_loss_dbm = 69.33071883254476, current bitrate = 50, current distance is 25.01170399739658
asn=62698	id=2   	App	rx app packet seqnum=87 from=1
asn=62698	id=-1  	link_model	path_loss_dbm = 69.33071883254476, current bitrate = 50, current distance is 25.01170399739658
asn=62698	id=1   	Node	tx done to=2 numtx=1 acked=true, remove packet
asn=62727	id=-1  	link_model	path_loss_dbm = 69.33071883254476, current bitrate = 50, current distance is 25.01170399739658
asn=62952	id=1   	App	generate a packet, seqnum=88 for=2
asn=62953	id=-1  	link_model	path_loss_dbm = 69.33071883254476, current bitrate = 50, current distance is 25.01170399739658
asn=62953	id=2   	App	rx app packet seqnum=88 from=1
asn=62953	id=-1  	link_model	path_loss_dbm = 69.33071883254476, current bitrate = 50, current distance is 25.01170399739658
asn=62953	id=1   	Node	tx done to=2 numtx=1 acked=true, remove packet
asn=62969	id=-1  	Mobility	update positions
asn=62969	id=2   	Mobility	at 1850.029 pos is 36.032
asn=63124	id=-1  	link_model	path_loss_dbm = 73.13584203196851, current bitrate = 50, current distance is 36.03214199737636
asn=63210	id=2   	App	generate a packet, seqnum=25 for=1
asn=63224	id=-1  	link_model	path_loss_dbm = 73.13584203196851, current bitrate = 50, current distance is 36.03214199737636
asn=63224	id=1   	App	rx app packet seqnum=25 from=2
asn=63224	id=-1  	link_model	path_loss_dbm = 73.13584203196851, current bitrate = 50, current distance is 36.03214199737636
asn=63224	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet
asn=63309	id=-1  	Main	1860 seconds, progress 51.67%
asn=63309	id=-1  	Main	periodic route processing for all nodes
asn=63309	id=1   	TSCH	stats: {"idle_listen":5549,"channel_scan":0,"rx_data":9,"rx_data_tx_ack":38,"tx_data":166,"tx_data_rx_ack":251}
asn=63309	id=2   	TSCH	stats: {"idle_listen":5551,"channel_scan":0,"rx_data":27,"rx_data_tx_ack":50,"tx_data":56,"tx_data_rx_ack":62}
asn=63309	id=-1  	Mobility	update positions
asn=63309	id=2   	Mobility	at 1860.018 pos is 47.020
asn=63521	id=-1  	link_model	path_loss_dbm = 75.91012117659402, current bitrate = 50, current distance is 47.02026199735633
asn=63649	id=-1  	Mobility	update positions
asn=63649	id=2   	Mobility	at 1870.008 pos is 58.008
asn=63752	id=1   	App	generate a packet, seqnum=89 for=2
asn=63752	id=-1  	link_model	path_loss_dbm = 78.09905815323405, current bitrate = 50, current distance is 58.00838199733653
asn=63752	id=2   	App	rx app packet seqnum=89 from=1
asn=63752	id=-1  	link_model	path_loss_dbm = 78.09905815323405, current bitrate = 50, current distance is 58.00838199733653
asn=63752	id=1   	Node	tx done to=2 numtx=1 acked=true, remove packet
asn=63918	id=-1  	link_model	path_loss_dbm = 78.09905815323405, current bitrate = 50, current distance is 58.00838199733653
asn=63964	id=2   	App	generate a packet, seqnum=26 for=1
asn=63972	id=-1  	link_model	path_loss_dbm = 78.09905815323405, current bitrate = 50, current distance is 58.00838199733653
asn=63972	id=1   	App	rx app packet seqnum=26 from=2
asn=63972	id=-1  	link_model	path_loss_dbm = 78.09905815323405, current bitrate = 50, current distance is 58.00838199733653
asn=63972	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet
asn=63990	id=-1  	Mobility	update positions
asn=63990	id=2   	Mobility	at 1880.026 pos is 69.029
asn=64315	id=-1  	link_model	path_loss_dbm = 79.91201089136054, current bitrate = 50, current distance is 69.02881999731608
asn=64330	id=-1  	Mobility	update positions
asn=64330	id=2   	Mobility	at 1890.015 pos is 80.017
asn=64363	id=2   	App	generate a packet, seqnum=27 for=1
asn=64363	id=-1  	link_model	path_loss_dbm = 81.45164664243381, current bitrate = 50, current distance is 80.01693999729605
asn=64363	id=1   	App	rx app packet seqnum=27 from=2
asn=64363	id=-1  	link_model	path_loss_dbm = 81.45164664243381, current bitrate = 50, current distance is 80.01693999729605
asn=64363	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet
asn=64413	id=1   	RPL	DIO output to -1
asn=64418	id=-1  	link_model	path_loss_dbm = 81.45164664243381, current bitrate = 50, current distance is 80.01693999729605
asn=64418	id=2   	RPL	DIO input from 1
asn=64542	id=1   	App	generate a packet, seqnum=90 for=2
asn=64551	id=-1  	link_model	path_loss_dbm = 81.45164664243381, current bitrate = 50, current distance is 80.01693999729605
asn=64551	id=2   	App	rx app packet seqnum=90 from=1
asn=64551	id=-1  	link_model	path_loss_dbm = 81.45164664243381, current bitrate = 50, current distance is 80.01693999729605
asn=64551	id=1   	Node	tx done to=2 numtx=1 acked=true, remove packet
asn=64670	id=-1  	Mobility	update positions
asn=64670	id=2   	Mobility	at 1900.005 pos is 91.005
asn=64712	id=-1  	link_model	path_loss_dbm = 82.79285307171837, current bitrate = 50, current distance is 91.00505999727602
asn=65011	id=-1  	Mobility	update positions
asn=65011	id=2   	Mobility	at 1910.023 pos is 102.025
asn=65322	id=2   	App	generate a packet, seqnum=28 for=1
asn=65332	id=-1  	link_model	path_loss_dbm = 83.98428946297219, current bitrate = 50, current distance is 102.02549799725602
asn=65332	id=1   	App	rx app packet seqnum=28 from=2
asn=65332	id=-1  	link_model	path_loss_dbm = 83.98428946297219, current bitrate = 50, current distance is 102.02549799725602
asn=65332	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet
asn=65351	id=-1  	Main	1920 seconds, progress 53.33%
asn=65351	id=-1  	Main	periodic route processing for all nodes
asn=65351	id=1   	TSCH	stats: {"idle_listen":5728,"channel_scan":0,"rx_data":9,"rx_data_tx_ack":41,"tx_data":171,"tx_data_rx_ack":253}
asn=65351	id=2   	TSCH	stats: {"idle_listen":5736,"channel_scan":0,"rx_data":28,"rx_data_tx_ack":52,"tx_data":56,"tx_data_rx_ack":65}
asn=65351	id=-1  	Mobility	update positions
asn=65351	id=2   	Mobility	at 1920.012 pos is 113.014
asn=65413	id=1   	App	generate a packet, seqnum=91 for=2
asn=65418	id=-1  	link_model	path_loss_dbm = 85.0504187897292, current bitrate = 50, current distance is 113.013617997236
asn=65418	id=2   	App	rx app packet seqnum=91 from=1
asn=65418	id=-1  	link_model	path_loss_dbm = 85.0504187897292, current bitrate = 50, current distance is 113.013617997236
asn=65418	id=1   	Node	tx done to=2 numtx=1 acked=true, remove packet
asn=65506	id=-1  	link_model	path_loss_dbm = 85.0504187897292, current bitrate = 50, current distance is 113.013617997236
asn=65691	id=-1  	Mobility	update positions
asn=65691	id=2   	Mobility	at 1930.002 pos is 124.002
asn=65743	id=2   	App	generate a packet, seqnum=29 for=1
asn=65757	id=-1  	link_model	path_loss_dbm = 86.01754663776019, current bitrate = 50, current distance is 124.00173799721597
asn=65757	id=1   	App	rx app packet seqnum=29 from=2
asn=65757	id=-1  	link_model	path_loss_dbm = 86.01754663776019, current bitrate = 50, current distance is 124.00173799721597
asn=65757	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet
asn=65903	id=-1  	link_model	path_loss_dbm = 86.01754663776019, current bitrate = 50, current distance is 124.00173799721597
asn=66032	id=-1  	Mobility	update positions
asn=66032	id=2   	Mobility	at 1940.020 pos is 135.022
asn=66118	id=1   	App	generate a packet, seqnum=92 for=2
asn=66132	id=-1  	link_model	path_loss_dbm = 86.90500256968338, current bitrate = 50, current distance is 135.02217599719597
asn=66132	id=2   	App	rx app packet seqnum=92 from=1
asn=66132	id=-1  	link_model	path_loss_dbm = 86.90500256968338, current bitrate = 50, current distance is 135.02217599719597
asn=66132	id=1   	Node	tx done to=2 numtx=1 acked=true, remove packet
asn=66300	id=-1  	link_model	path_loss_dbm = 86.90500256968338, current bitrate = 50, current distance is 135.02217599719597
asn=66372	id=-1  	Mobility	update positions
asn=66372	id=2   	Mobility	at 1950.009 pos is 146.010
asn=66569	id=1   	App	generate a packet, seqnum=93 for=2
asn=66574	id=-1  	link_model	path_loss_dbm = 87.72048365720883, current bitrate = 50, current distance is 146.01029599717594
asn=66574	id=2   	App	rx app packet seqnum=93 from=1
asn=66574	id=-1  	link_model	path_loss_dbm = 87.72048365720883, current bitrate = 50, current distance is 146.01029599717594
asn=66574	id=1   	Node	tx done to=2 numtx=1 acked=true, remove packet
asn=66697	id=2   	App	generate a packet, seqnum=30 for=1
asn=66697	id=-1  	link_model	path_loss_dbm = 87.72048365720883, current bitrate = 50, current distance is 146.01029599717594
asn=66709	id=-1  	link_model	path_loss_dbm = 87.72048365720883, current bitrate = 50, current distance is 146.01029599717594
asn=66709	id=1   	App	rx app packet seqnum=30 from=2
asn=66709	id=-1  	link_model	path_loss_dbm = 87.72048365720883, current bitrate = 50, current distance is 146.01029599717594
asn=66709	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet
asn=66713	id=-1  	Mobility	update positions
asn=66713	id=2   	Mobility	at 1960.028 pos is 157.031
asn=67053	id=-1  	Mobility	update positions
asn=67053	id=2   	Mobility	at 1970.017 pos is 168.019
asn=67090	id=1   	App	generate a packet, seqnum=94 for=2
asn=67094	id=-1  	link_model	path_loss_dbm = 89.18387254084057, current bitrate = 50, current distance is 168.01885399713592
asn=67101	id=-1  	link_model	path_loss_dbm = 89.18387254084057, current bitrate = 50, current distance is 168.01885399713592
asn=67101	id=2   	App	rx app packet seqnum=94 from=1
asn=67101	id=-1  	link_model	path_loss_dbm = 89.18387254084057, current bitrate = 50, current distance is 168.01885399713592
asn=67101	id=1   	Node	tx done to=2 numtx=1 acked=true, remove packet
asn=67393	id=-1  	Main	1980 seconds, progress 55.00%
asn=67393	id=-1  	Main	periodic route processing for all nodes
asn=67393	id=1   	TSCH	stats: {"idle_listen":5907,"channel_scan":0,"rx_data":9,"rx_data_tx_ack":43,"tx_data":176,"tx_data_rx_ack":257}
asn=67393	id=2   	TSCH	stats: {"idle_listen":5918,"channel_scan":0,"rx_data":28,"rx_data_tx_ack":56,"tx_data":56,"tx_data_rx_ack":67}
asn=67393	id=-1  	Mobility	update positions
asn=67393	id=2   	Mobility	at 1980.006 pos is 179.007
asn=67400	id=2   	App	generate a packet, seqnum=31 for=1
asn=67406	id=-1  	link_model	path_loss_dbm = 89.84415893153238, current bitrate = 50, current distance is 179.0069739971159
asn=67406	id=1   	App	rx app packet seqnum=31 from=2
asn=67406	id=-1  	link_model	path_loss_dbm = 89.84415893153238, current bitrate = 50, current distance is 179.0069739971159
asn=67406	id=2   	Node	tx done to=1 numtx=1 acked=true, remove packet
asn=67524	id=2   	App	generate a packet, seqnum=32 for=1
asn=67525	id=-1  	link_model	path_loss_dbm = 89.84415893153238, current bitrate = 50, current distance is 179.0069739971159
asn=67525	id=1   	App	rx app packet seqnum=32 from=2
asn=67525	id=-1  	link_model	path_loss_dbm = 89.84415893153238, current bitrate = 50, current distance is 179.0069739971159
